Name,Status,Date,Country,"Journalist or Media Worker",Motive,"Type of Death","cpj.org URL"
"Ali Shaaban",Killed,"April 9, 2012",Lebanon,Al-Jadeed,Confirmed,Crossfire,https://cpj.org/data/people/ali-shaaban/
"Ali Sharmarke",Killed,"August 11, 2007",Somalia,HornAfrik,Confirmed,Murder,https://cpj.org/data/people/ali-sharmarke/
"Alisher Saipov",Killed,"October 24, 2007",Kyrgyzstan,Siyosat,Confirmed,Murder,https://cpj.org/data/people/alisher-saipov/
"Alison Parker",Killed,"August 26, 2015",USA,WDBJ7,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/alison-parker/
"Allah Noor",Killed,"February 7, 2005",Pakistan,"Khyber TV",Confirmed,Murder,https://cpj.org/data/people/allah-noor/
"Almigdad Mojalli",Killed,"January 17, 2016",Yemen,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/almigdad-mojalli/
"Alnor Suleiman Alnor",Killed,"October 4, 2025",Sudan,"Radio El-Fasher",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/alnor-suleiman-alnor/
"Alwan al-Ghorabi",Killed,"June 21, 2011",Iraq,Afaq,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/alwan-al-ghorabi/
"Amado Ramírez Dillanes",Killed,"April 6, 2007",Mexico,"Televisa and Radiorama",Confirmed,Murder,https://cpj.org/data/people/amado-ramirez-dillanes/
"Amal Mohammed Ghaleb al-Manakhi",Killed,"September 10, 2025",Yemen,"26 September and Yemen newspapers",Confirmed,Murder,https://cpj.org/data/people/amal-mohammed-ghaleb-al-manakhi/
"Amal Zohud",Killed,"November 18, 2023","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/amal-zohud/
"Amer Diab",Killed,"March 29, 2013",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/amer-diab/
"Amer Malallah al-Rashidi",Killed,"September 3, 2007",Iraq,Al-Mosuliya,Confirmed,Murder,https://cpj.org/data/people/amer-malallah-al-rashidi/
"Amir Nowab",Killed,"February 7, 2005",Pakistan,"Associated Press Television News and Frontier Post",Confirmed,Murder,https://cpj.org/data/people/amir-nowab/
"Amjad Anas Aktalati",Killed,"February 4, 2020",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/amjad-anas-aktalati/
"Amjad Hameed",Killed,"March 11, 2006",Iraq,Al-Iraqiya,Confirmed,Murder,https://cpj.org/data/people/amjad-hameed/
"Amjad Hassan Bakir",Killed,"June 18, 2019",Syria,"Saraqib al-Hadath",Confirmed,Crossfire,https://cpj.org/data/people/amjad-hassan-bakir/
"Amjad Juhjouh",Killed,"July 6, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/amjad-juhjouh/
"Ammar al-Shami",Killed,"May 31, 2015",Syria,"Qasioun News",Confirmed,Crossfire,https://cpj.org/data/people/ammar-al-shami/
"Ammar Mohamed Suhail Zado",Killed,"May 27, 2012",Syria,"Shaam News Network",Confirmed,Crossfire,https://cpj.org/data/people/ammar-mohamed-suhail-zado/
"Amr Abu Odeh",Killed,"October 31, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/amr-abu-odeh/
"Amr Badir al-Deen Junaid",Killed,"March 10, 2013",Syria,"Qaboun Media Center",Confirmed,Crossfire,https://cpj.org/data/people/amr-badir-al-deen-junaid/
"Anak Agung Prabangsa",Killed,"February 11, 2009",Indonesia,"Radar Bali",Confirmed,Murder,https://cpj.org/data/people/anak-agung-prabangsa/
"Ananta Bijoy Das",Killed,"May 12, 2015",Bangladesh,Freelance,Confirmed,Murder,https://cpj.org/data/people/ananta-bijoy-das/
"Anas al-Dyab",Killed,"July 21, 2019",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/anas-al-dyab/
"Anas al-Sharif",Killed,"August 10, 2025","Israel and the Occupied Palestinian Territory","Al Jazeera",Confirmed,Murder,https://cpj.org/data/people/anas-al-sharif/
"Anas al-Tarsha",Killed,"February 24, 2012",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/anas-al-tarsha/
"Anas Alkharboutli",Killed,"December 4, 2024",Syria,dpa,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/anas-alkharboutli/
"Anastasiya Baburova",Killed,"January 19, 2009",Russia,"Novaya Gazeta",Confirmed,Murder,https://cpj.org/data/people/anastasiya-baburova/
"Anatoly Klyan",Killed,"June 30, 2014",Ukraine,"Pervy Kanal",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/anatoly-klyan/
"Ando Ratovonirina",Killed,"February 7, 2009",Madagascar,"Radio Télévision Analamanga",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ando-ratovonirina/
"Andrea Rocchelli",Killed,"May 24, 2014",Ukraine,"Cesura photo agency",Confirmed,Crossfire,https://cpj.org/data/people/andrea-rocchelli/
"Andrei Stenin",Killed,"August 6, 2014",Ukraine,"Rossiya Segodnya",Confirmed,Crossfire,https://cpj.org/data/people/andrei-stenin/
"Andres Teodoro",Killed,"November 23, 2009",Philippines,"Central Mindanao Inquirer",Confirmed,Murder,https://cpj.org/data/people/andres-teodoro/
"Angam Ahmad Edwan",Killed,"February 12, 2024","Israel and the Occupied Palestinian Territory",February,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/angam-ahmad-edwan/
"Ángel Eduardo Gahona",Killed,"April 21, 2018",Nicaragua,"El Meridiano",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/angel-eduardo-gahona/
"Anil Mazumdar",Killed,"March 24, 2009",India,Aji,Confirmed,Murder,https://cpj.org/data/people/anil-mazumdar/
"Anja Niedringhaus",Killed,"April 4, 2014",Afghanistan,"The Associated Press",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/anja-niedringhaus/
"Anna Politkovskaya",Killed,"October 7, 2006",Russia,"Novaya Gazeta",Confirmed,Murder,https://cpj.org/data/people/anna-politkovskaya/
"Antoine Massé",Killed,"November 7, 2004","Ivory Coast","Le Courrier d'Abidjan",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/antoine-masse/
"Anton Hammerl",Killed,"April 5, 2011",Libya,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/anton-hammerl/
"Antoni Lallican",Killed,"October 3, 2025",Ukraine,Freelance,Confirmed,Murder,https://cpj.org/data/people/antoni-lallican/
"Antonio de la Torre Echeandía",Killed,"February 14, 2004",Peru,"Radio Órbita",Confirmed,Murder,https://cpj.org/data/people/antonio-de-la-torre-echeandia/
"Anwar Jan Khetran",Killed,"July 23, 2020",Pakistan,Naveed-e-Pakistan,Confirmed,Murder,https://cpj.org/data/people/anwar-jan-khetran/
"Apolinario ""Polly"" Pobeda",Killed,"May 17, 2003",Philippines,"DWTI Radio",Confirmed,Murder,https://cpj.org/data/people/apolinario-polly-pobeda/
"Ardiansyah Matra'is",Killed,"July 30, 2010",Indonesia,"Merauke TV",Confirmed,Murder,https://cpj.org/data/people/ardiansyah-matrais/
"Areej Shaheen",Killed,"January 3, 2025","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/areej-shaheen/
"Aref Ali Filaih",Killed,"June 11, 2007",Iraq,"Aswat al-Iraq",Confirmed,Crossfire,https://cpj.org/data/people/aref-ali-filaih/
"Arkan Sharifi",Killed,"October 30, 2017",Iraq,"Kurdistan TV",Confirmed,Murder,https://cpj.org/data/people/arkan-sharifi/
"Arman Soldin",Killed,"May 9, 2023",Ukraine,"Agence France-Presse",Confirmed,Crossfire,https://cpj.org/data/people/arman-soldin/
"Armando Linares López",Killed,"March 15, 2022",Mexico,"Monitor Michoacán",Confirmed,Murder,https://cpj.org/data/people/armando-linares-lopez/
"Armando Pace",Killed,"July 18, 2006",Philippines,DXDS,Confirmed,Murder,https://cpj.org/data/people/armando-pace/
"Armando Saldaña Morales",Killed,"May 2, 2015",Mexico,"La Ke Buena 100.9 FM",Confirmed,Murder,https://cpj.org/data/people/armando-saldana-morales/
"Arnnel Manalo",Killed,"August 5, 2004",Philippines,"Bulgar and DZRH Radio",Confirmed,Murder,https://cpj.org/data/people/arnnel-manalo/
"Arturo Betia",Killed,"November 23, 2009",Philippines,"Periodico Ini",Confirmed,Murder,https://cpj.org/data/people/arturo-betia/
"Asaad Kadhim",Killed,"April 19, 2004",Iraq,"Al-Iraqiya TV",Confirmed,Crossfire,https://cpj.org/data/people/asaad-kadhim/
"Asaduzzaman Tuhin",Killed,"August 7, 2025",Bangladesh,"Protidiner Kagoj",Confirmed,Murder,https://cpj.org/data/people/asaduzzaman-tuhin/
"Asfandyar Khan",Killed,"June 11, 2011",Pakistan,Akhbar-e-Khyber,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/asfandyar-khan/
"Ashok Sodhi",Killed,"May 11, 2008",India,"Daily Excelsior",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ashok-sodhi/
"Ashutosh Srivastava",Killed,"May 13, 2024",India,"Sudarshan TV",Confirmed,Murder,https://cpj.org/data/people/ashutosh-srivastava/
"Asiya Jeelani",Killed,"April 20, 2004",India,Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/asiya-jeelani/
"Aslam Durrani",Killed,"April 16, 2013",Pakistan,"Daily Pakistan",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/aslam-durrani/
"Assaf Abu Rahal",Killed,"August 3, 2010",Lebanon,Al-Akhbar,Confirmed,Crossfire,https://cpj.org/data/people/assaf-abu-rahal/
"Assem Kamal Moussa",Killed,"December 17, 2023","Israel and the Occupied Palestinian Territory","Palestine Now",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/assem-kamal-moussa/
"Aswan Ahmed Lutfallah",Killed,"December 12, 2006",Iraq,APTN,Confirmed,Murder,https://cpj.org/data/people/aswan-ahmed-lutfallah/
"Atallah Bajbouj",Killed,"October 15, 2014",Syria,"Nabaa Media Foundation",Confirmed,Crossfire,https://cpj.org/data/people/atallah-bajbouj/
"Athiwat Chaiyanurat",Killed,"August 1, 2008",Thailand,"Matichon, Channel 7",Confirmed,Murder,https://cpj.org/data/people/athiwat-chaiyanurat/
"Atilano Segundo Pérez Barrios",Killed,"August 22, 2006",Colombia,"Radio Vigía de Todelar",Confirmed,Murder,https://cpj.org/data/people/atilano-segundo-perez-barrios/
"Atwar Bahjat",Killed,"February 23, 2006",Iraq,Al-Arabiya,Confirmed,Murder,https://cpj.org/data/people/atwar-bahjat/
"Audrey Gaid Estrada",Killed,"March 17, 2022",Philippines,"101.3 Grace Covenant FM",Confirmed,Murder,https://cpj.org/data/people/audrey-gaid-estrada/
"Aung Kyaw Naing, ""Par Gyi""",Killed,"October 4, 2014",Myanmar,Freelance,Confirmed,Murder,https://cpj.org/data/people/aung-kyaw-naing-par-gyi/
"Avijit Roy",Killed,"February 26, 2015",Bangladesh,Freelance,Confirmed,Murder,https://cpj.org/data/people/avijit-roy/
"Avinash Jha",Killed,"November 9, 2021",India,"BNN News",Confirmed,Murder,https://cpj.org/data/people/avinash-jha/
"Awab al-Zubiry",Killed,"November 18, 2016",Yemen,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/awab-al-zubiry/
"Awil Dahir Salad",Killed,"December 22, 2018",Somalia,"Universal TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/awil-dahir-salad/
"Ayat Khadoura",Killed,"November 20, 2023","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ayat-khadoura/
"Aye Kyaw",Killed,"July 30, 2022",Myanmar,Freelance,Confirmed,Murder,https://cpj.org/data/people/aye-kyaw/
"Ayham Mostafa Ghazzoul",Killed,"November 9, 2012",Syria,"Syrian Center for Media and Freedom of Expression",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ayham-mostafa-ghazzoul/
"Ayman Al Gedi",Killed,"December 26, 2024","Israel and the Occupied Palestinian Territory","Al-Quds Al-Youm",Confirmed,Murder,https://cpj.org/data/people/ayman-al-gedi/
"Ayman Al-Gharbawi",Killed,"April 26, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ayman-al-gharbawi/
"Ayman Al-Rafati",Killed,"February 14, 2024","Israel and the Occupied Palestinian Territory","Al Mayadeen",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ayman-al-rafati/
"Ayman Haniyeh",Killed,"September 2, 2025","Israel and the Occupied Palestinian Territory","Al-Manara Television Production Company",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ayman-haniyeh/
"Ayoub Mohamed",Killed,"February 1, 2004",Iraq,"Kurdistan TV",Confirmed,Crossfire,https://cpj.org/data/people/ayoub-mohamed/
"Ayub Khattak",Killed,"October 11, 2013",Pakistan,"Karak Times",Confirmed,Murder,https://cpj.org/data/people/ayub-khattak/
"Azamat Ali Bangash",Killed,"April 17, 2010",Pakistan,"Samaa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/azamat-ali-bangash/
"Azizullah Haidari",Killed,"November 19, 2001",Afghanistan,Reuters,Confirmed,Murder,https://cpj.org/data/people/azizullah-haidari/
"Bahaaddine Yassine",Killed,"May 10, 2024","Israel and the Occupied Palestinian Territory","Watan Media Agency, Al-Quds News Network",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/bahaaddine-yassine/
"Bala Nadarajah Iyer",Killed,"August 16, 2004","Sri Lanka","Thinamurasu and Thinakaran",Confirmed,Murder,https://cpj.org/data/people/bala-nadarajah-iyer/
"Bardhyl Ajeti",Killed,"June 25, 2005",Serbia,"Bota Sot",Confirmed,Murder,https://cpj.org/data/people/bardhyl-ajeti/
"Barkhat Awale",Killed,"August 24, 2010",Somalia,"Hurma Radio",Confirmed,Crossfire,https://cpj.org/data/people/barkhat-awale/
"Basel Tawfiq Youssef",Killed,"November 21, 2012",Syria,"Syrian State TV",Confirmed,Crossfire,https://cpj.org/data/people/basel-tawfiq-youssef/
"Bashar al-Attar",Killed,"March 12, 2018",Syria,"Arbin Unified Media Office",Confirmed,Crossfire,https://cpj.org/data/people/bashar-al-attar/
"Bashar al-Nuaimi",Killed,"October 24, 2013",Iraq,"Al-Mosuliya TV",Confirmed,Murder,https://cpj.org/data/people/bashar-al-nuaimi/
"Bashiir Noor Gedi",Killed,"October 19, 2007",Somalia,"Radio Shabelle",Confirmed,Murder,https://cpj.org/data/people/bashiir-noor-gedi/
"Bashir Hussein Ahsan Dablan",Killed,"September 10, 2025",Yemen,"26 September",Confirmed,Murder,https://cpj.org/data/people/bashir-hussein-ahsan-dablan/
"Basil al-Sayed",Killed,"December 27, 2011",Syria,Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/basil-al-sayed/
"Basil Nabil Ibrahim Faraj",Killed,"January 7, 2009","Israel and the Occupied Palestinian Territory","Palestinian Media and Communication Company",Confirmed,Crossfire,https://cpj.org/data/people/basil-nabil-ibrahim-faraj/
"Bassel al-Shahade",Killed,"May 28, 2012",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/bassel-al-shahade/
"Bassem Fawaz al-Zabi",Killed,"January 13, 2013",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/bassem-fawaz-al-zabi/
"Batoul Mokhles al-Warrar",Killed,"November 3, 2015",Syria,"Noor al-Sham; Radio Damascus",Confirmed,Crossfire,https://cpj.org/data/people/batoul-mokhles-al-warrar/
"Bayo Ohu",Killed,"September 20, 2009",Nigeria,"The Guardian",Confirmed,Murder,https://cpj.org/data/people/bayo-ohu/
"Bernard Maris",Killed,"January 7, 2015",France,Freelance,Confirmed,Murder,https://cpj.org/data/people/bernard-maris/
"Bernard Verlhac (Tignous)",Killed,"January 7, 2015",France,Freelance,Confirmed,Murder,https://cpj.org/data/people/bernard-verlhac-tignous/
"Bienvenido Legarte Jr.",Killed,"November 23, 2009",Philippines,"Prontiera News",Confirmed,Murder,https://cpj.org/data/people/bienvenido-legarte-jr/
"Bilal Ahmed Bilal",Killed,"January 1, 2014",Syria,"Palestine Today TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/bilal-ahmed-bilal/
"Bilal Jadallah",Killed,"November 19, 2023","Israel and the Occupied Palestinian Territory","Press House-Palestine",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/bilal-jadallah/
"Bilal Rajab",Killed,"November 1, 2024","Israel and the Occupied Palestinian Territory","Al-Quds Al-Youm",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/bilal-rajab/
"Bilal Sharaf al-Deen",Killed,"September 17, 2015",Yemen,"Al-Masirah TV",Confirmed,Crossfire,https://cpj.org/data/people/bilal-sharaf-al-deen/
"Birendra Shah",Killed,"October 4, 2007",Nepal,"Nepal FM, Dristi Weekly, and Avenues TV",Confirmed,Murder,https://cpj.org/data/people/birendra-shah/
"Bladimir Antuna García",Killed,"November 2, 2009",Mexico,"El Tiempo de Durango",Confirmed,Murder,https://cpj.org/data/people/bladimir-antuna-garcia/
"Bohdan Bitik",Killed,"April 26, 2023",Ukraine,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/bohdan-bitik/
"Bonifacio Gregorio",Killed,"July 8, 2003",Philippines,"Dyaryo Banat",Confirmed,Murder,https://cpj.org/data/people/bonifacio-gregorio/
"Borhan Uddin Muzakkir",Killed,"February 20, 2021",Bangladesh,"Barta Bazar,Bangladesh Samachar",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/borhan-uddin-muzakkir/
"Boutros Martin",Killed,"January 25, 2015","South Sudan","South Sudan Television",Confirmed,Murder,https://cpj.org/data/people/boutros-martin/
"Bradley Will",Killed,"October 27, 2006",Mexico,Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/bradley-will/
"Brent Renaud",Killed,"March 13, 2022",Ukraine,Time,Confirmed,Crossfire,https://cpj.org/data/people/brent-renaud/
"Brignol Lindor",Killed,"December 3, 2001",Haiti,"Radio Echo 2000",Confirmed,Murder,https://cpj.org/data/people/brignol-lindor/
"Burhan Mohamed Mazhour",Killed,"March 26, 2004",Iraq,ABC,Confirmed,Crossfire,https://cpj.org/data/people/burhan-mohamed-mazhour/
"Byron Baldeón",Killed,"July 1, 2012",Ecuador,Freelance,Confirmed,Murder,https://cpj.org/data/people/byron-baldeon/
"Camille Lepage",Killed,"May 1, 2014","Central African Republic",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/camille-lepage/
"Candelario Cayona",Killed,"May 30, 2001",Philippines,"Radio DXLL",Confirmed,Murder,https://cpj.org/data/people/candelario-cayona/
"Carlos Alberto Guajardo Romero",Killed,"November 5, 2010",Mexico,"Expreso Matamoros",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/carlos-alberto-guajardo-romero/
"Carlos Domínguez",Killed,"January 13, 2018",Mexico,Freelance,Confirmed,Murder,https://cpj.org/data/people/carlos-dominguez/
"Carlos José Guadamuz",Killed,"February 10, 2004",Nicaragua,"Canal 23",Confirmed,Murder,https://cpj.org/data/people/carlos-jose-guadamuz/
"Carlos Quispe Quispe",Killed,"March 29, 2008",Bolivia,"Radio Municipal",Confirmed,Murder,https://cpj.org/data/people/carlos-quispe-quispe/
"Carlos Salgado",Killed,"October 18, 2007",Honduras,"Radio Cadena Voces",Confirmed,Murder,https://cpj.org/data/people/carlos-salgado/
"Carsten Thomassen",Killed,"January 14, 2008",Afghanistan,Dagbladet,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/carsten-thomassen/
"Cecilio Pineda Birto",Killed,"March 2, 2017",Mexico,Freelance,Confirmed,Murder,https://cpj.org/data/people/cecilio-pineda-birto/
"Chalee Boonsawat",Killed,"August 21, 2008",Thailand,"Thai Rath",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/chalee-boonsawat/
"Chandan Tiwari",Killed,"October 30, 2018",India,"Aj Newspaper",Confirmed,Murder,https://cpj.org/data/people/chandan-tiwari/
"Chauncey Bailey",Killed,"August 2, 2007",USA,"Oakland Post",Confirmed,Murder,https://cpj.org/data/people/chauncey-bailey/
Chennakeshavalu,Killed,"August 8, 2021",India,EV5,Confirmed,Murder,https://cpj.org/data/people/chennakeshavalu/
"Chhoeung Chheng",Killed,"December 4, 2024",Cambodia,"Kampuchea Aphivath",Confirmed,Murder,https://cpj.org/data/people/chhoeung-chheng/
"Chief Ebrima Manneh",Killed,"January 1, 2009",Gambia,"Daily Observer",Confirmed,Unknown,https://cpj.org/data/people/chief-ebrima-manneh/
"Chishti Mujahid",Killed,"February 9, 2008",Pakistan,Akbar-e-Jehan,Confirmed,Murder,https://cpj.org/data/people/chishti-mujahid/
"Chou Chetharith",Killed,"October 18, 2003",Cambodia,"Ta Prum",Confirmed,Murder,https://cpj.org/data/people/chou-chetharith/
"Chris Hondros",Killed,"April 20, 2011",Libya,"Getty Images",Confirmed,Crossfire,https://cpj.org/data/people/chris-hondros/
"Christian Gregorio Poveda Ruiz",Killed,"September 2, 2009","El Salvador",Freelance,Confirmed,Murder,https://cpj.org/data/people/christian-gregorio-poveda-ruiz/
"Christian Liebig",Killed,"April 7, 2003",Iraq,Focus,Confirmed,Crossfire,https://cpj.org/data/people/christian-liebig/
"Christian Struwe",Killed,"October 7, 2006",Afghanistan,Freelance,Confirmed,Murder,https://cpj.org/data/people/christian-struwe/
